path,phonemes
hakim.wav,hâkim h aː c i m
kaba.wav,kabâ k a b a
kisioglu.wav,kişioğlu c i ʃ i oː ɫ u
esk.wav,eşk e ʃ k
hafif.wav,hafif h a f i f
vira.wav,vira v i ɾ a
huruf.wav,huruf h u ɾ uː f
farimak.wav,farımak f a ɾ ɯ m a k
sarj.wav,şarj ʃ a ɾ ʒ
harika.wav,harika h aː ɾ i k a
sark.wav,şark ʃ a ɾ k
mulkiye.wav,mülkiye m y ɫ c i j e
himaye.wav,himaye h i m aː j e
karafa.wav,karafa k a ɾ a f a
vakfe.wav,vakfe v a k f e
gurup.wav,gurup ɡ u ɾ uː p
fuhus.wav,fuhuş f u h u ʃ
koyak.wav,koyak k o j a k
biperva.wav,biperva b iː p ɛ ɾ v aː
meyve.wav,meyve m e j v e
parlak.wav,parlak p a ɾ ɫ a k
rakam.wav,rakam ɾ a k a m
muserref.wav,müşerref m y ʃ e ɾ ɾ e f
ampirik.wav,ampirik a m p i ɾ i k
behimi.wav,behimi b e h iː m iː
hukuk.wav,hukuk h u k uː k
agabey.wav,ağabey aː b e j
kumar.wav,kumar k u m a ɾ
govermek.wav,gövermek ɡ œ v ɛ ɾ m e k
bihaber.wav,bihaber b iː h a b ɛ ɾ
ibik.wav,ibik i b i k
baki.wav,bâkî b aː c i
garbi.wav,garbi ɡ a ɾ b iː
ikramiye.wav,ikramiye i k ɾ aː m i j e
sehriyar.wav,şehriyar ʃ e h ɾ i j aː ɾ
korelmek.wav,körelmek c œ ɾ ɛ ɫ m e k
eskiya.wav,eşkıya e ʃ k ɯ j aː
peyke.wav,peyke p e j c e
evvelki.wav,evvelki e v v ɛ ɫ c i
kubbe.wav,kubbe k u b b e
muheyya.wav,müheyya m y h e j j aː
pis.wav,piş p iː ʃ
serare.wav,şerare ʃ e ɾ aː ɾ e
pir.wav,pir p iː ɾ
yave.wav,yave j aː v e
faras.wav,faraş f a ɾ a ʃ
revak.wav,revak ɾ e v aː k
hemsehri.wav,hemşehri h e m ʃ e h ɾ i
fukara.wav,fukara f u k a ɾ aː
imha.wav,imha i m h aː
balo.wav,balo b a ɫ o
uvey.wav,üvey y v e j
avare.wav,avare aː v aː ɾ e
va.wav,va v aː h a j f aː
im.wav,im i m
hurra.wav,hurra h u ɾ ɾ aː
ehibba.wav,ehibba e h i b b aː
kargir.wav,kârgir c aː ɾ ɡ i ɾ
yahsi.wav,yahşi j a h ʃ iː
hasiye.wav,haşiye h aː ʃ i j e
kargis.wav,kargış k a ɾ ɡ ɯ ʃ
ilmik.wav,ilmik i ɫ m i k
rebiyulahir.wav,rebiyülahir ɾ ɛ b iː j y ɫ aː h i ɾ
habip.wav,habip h a b iː p
ham.wav,ham h a m
ruh.wav,ruh ɾ u h
sar.wav,şar ʃ aː ɾ
ikrah.wav,ikrah i k ɾ a h
ifsa.wav,ifşa i f ʃ aː
layik.wav,layık ɫ aː j ɯ k
brosur.wav,broşür b ɾ o ʃ y ɾ
sua.wav,şua ʃ u aː
savkima.wav,şavkıma ʃ a v k ɯ m a
baba.wav,baba b a b a
kameriye.wav,kameriye k a m e ɾ i j e
makam.wav,makam m a k a m
mihrak.wav,mihrak m i h ɾ aː k
ibre.wav,ibre i b ɾ e
serha.wav,şerha ʃ ɛ ɾ h aː
brove.wav,bröve b ɾ œ v e
kirim.wav,kırım k ɯ ɾ ɯ m
ufak.wav,ufak u f a k
mefhum.wav,mefhum m e f h uː m
eyer.wav,eyer e j ɛ ɾ
film.wav,film f i ɫ m
sifre.wav,şifre ʃ i f ɾ e
gabari.wav,gabari ɡ a b a ɾ i
humor.wav,humor h u m o ɾ
vahi.wav,vahi v aː h iː
bayii.wav,bayii b aː j i i
kubur.wav,kubur k u b u ɾ
biyografi.wav,biyografi b i j o ɡ ɾ a f i
egik.wav,eğik e j i k
menfi.wav,menfi m e ŋ f iː
maseri.wav,maşeri m aː ʃ e ɾ iː
vallahi.wav,vallahi v a ɫ ɫ aː h i
fikri.wav,fikri f i k ɾ i
kolye.wav,kolye c oː ɫ j e
masuka.wav,maşuka m aː ʃ uː k a
maarif.wav,maarif m aː ɾ i f
mukarri.wav,mukarri m u k a ɾ ɾ i
seyh.wav,şeyh ʃ e j h
hayhuy.wav,hayhuy h a j h u j
kahir.wav,kahır k a h ɾ
eger.wav,eğer e j ɛ ɾ
haham.wav,haham h a h a m
hiyerarsik.wav,hiyerarşik h i j e ɾ a ɾ ʃ i k
habbe.wav,habbe h a b b e
ig.wav,iğ i j
buy.wav,buy b uː j
serir.wav,şerir ʃ e ɾ iː ɾ
fayrap.wav,fayrap f a j ɾ a p
ulam.wav,ulam u ɫ a m
hippi.wav,hippi h i p p i
kefere.wav,kefere c e f e ɾ e
ekabir.wav,ekabir e k aː b i ɾ
kablo.wav,kablo k a b ɫ o
mulhem.wav,mülhem m y ɫ h ɛ m
ekuri.wav,eküri e c y ɾ i
kurabiye.wav,kurabiye k u ɾ aː b i j e
hokka.wav,hokka h o k k a
mulki.wav,mülki m y ɫ c iː
muhabir.wav,muhabir m u h aː b i ɾ
harakiri.wav,harakiri h a ɾ a c i ɾ i
bahsis.wav,bahşiş b a h ʃ i ʃ
gravur.wav,gravür ɡ ɯ ɾ a v y ɾ
filhakika.wav,filhakika f i ɫ h a c iː k a
bohem.wav,bohem b o h ɛ m
malum.wav,malum m aː ɫ uː m
gaye.wav,gaye ɡ aː j e
baglam.wav,bağlam b aː ɫ a m
halayik.wav,halayık h a ɫ a j ɯ k
kalp.wav,kalp k a ɫ p
serh.wav,şerh ʃ ɛ ɾ h
yivisik.wav,yıvışık j ɯ v ɯ ʃ ɯ k
karabiber.wav,karabiber k a ɾ a b i b ɛ ɾ
makrome.wav,makrome m a k ɾ o m e
miri.wav,mirî m iː ɾ iː
kisla.wav,kışla k ɯ ʃ ɫ a m a k
hakayik.wav,hakayık h a k aː j ɯ k
kuvve.wav,kuvve k u v v e
haybe.wav,haybe h a j b e
sesyek.wav,şeşyek ʃ e ʃ j e k
kebire.wav,kebire c e b iː ɾ e
ablak.wav,ablak a b ɫ a k
harem.wav,harem h a ɾ e m
akvaryum.wav,akvaryum a k v a ɾ j u m
merhem.wav,merhem m ɛ ɾ h ɛ m
mukerrir.wav,mükerrir m y c e ɾ ɾ i ɾ
fikir.wav,fikir f i c i ɾ
var.wav,var v a ɾ a k
gayri.wav,gayrı ɡ a j ɾ ɯ
garpli.wav,garplı ɡ a ɾ p ɫ ɯ
esek.wav,eşek ɛ ʃ ɛ k
kimya.wav,kimya c i m j aː
ussak.wav,uşşak u ʃ ʃ a k
mubesser.wav,mübeşşer m y b ɛ ʃ ʃ ɛ ɾ
guveyi.wav,güveyi ɡ y v e j i
mamure.wav,mamure m aː m uː ɾ e
pa.wav,pa p aː
mukrim.wav,mükrim m y k ɾ i m
emir.wav,emir ɛ m i ɾ
mermer.wav,mermer m ɛ ɾ m ɛ ɾ
ah.wav,ah aː h
yagis.wav,yağış j aː ʃ
jakar.wav,jakar ʒ a k a ɾ
har.wav,har h aː ɾ
akik.wav,akik a c iː k
kuva.wav,kuvâ k u v aː
reybi.wav,reybî ɾ e j b iː
kurye.wav,kurye k u ɾ j e
rehber.wav,rehber ɾ e h b ɛ ɾ
ferik.wav,ferik f ɛ ɾ i k
mukavvi.wav,mukavvi m u k a v v iː
makar.wav,makar m a k a ɾ
balayi.wav,balayı b a ɫ a j ɯ
gumusi.wav,gümüşi ɡ y m yː ʃ iː
ilmiye.wav,ilmiye i ɫ m i j e
mahrek.wav,mahrek m a h ɾ e k
ayyuk.wav,ayyuk a j j uː k
ikame.wav,ikame i k aː m e
kibar.wav,kibar c i b a ɾ
oklava.wav,oklava o k ɫ a v a
musabih.wav,müşabih m y ʃ aː b i h
vakayi.wav,vakayi v a k aː j i
kavim.wav,kavim k a v i m
pasa.wav,paşa p a ʃ a
kiyam.wav,kıyam k ɯ j aː m
rebabi.wav,rebabi ɾ e b aː b iː
iskembe.wav,işkembe i ʃ c ɛ m b e
periferi.wav,periferi p e ɾ i f e ɾ i
muhakeme.wav,muhakeme m u h aː c e m e
agorafobi.wav,agorafobi a ɡ o ɾ a f o b i
serefiye.wav,şerefiye ʃ e ɾ e f i j e
hashas.wav,haşhaş h a ʃ h a ʃ
mekabir.wav,mekabir m e k aː b i ɾ
ufo.wav,ufo u f o
kah.wav,kâh c aː h
yaver.wav,yaver j aː v ɛ ɾ
hamam.wav,hamam h a m a m
beka.wav,beka b e k aː
sevk.wav,şevk ʃ e v k
afife.wav,afife a f iː f e
salak.wav,şalak ʃ a ɫ a k
mesru.wav,meşru m e ʃ ɾ uː
memur.wav,memur m eː m u ɾ
serif.wav,şerif ʃ e ɾ i f
evelallah.wav,evelallah e v e ɫ a ɫ ɫ a h
garami.wav,garami ɡ a ɾ aː m iː
gumrah.wav,gümrah ɡ y m ɾ aː h
yi.wav,yı j ɯː ɫ m a k
vakarli.wav,vakarlı v a k a ɾ ɫ ɯ
vampir.wav,vampir v a m p i ɾ
vuku.wav,vuku v u k uː
garp.wav,garp ɡ a ɾ p
hakli.wav,haklı h a k ɫ ɯ
bagirmak.wav,bağırmak b aː ɾ m a k
firari.wav,firari f i ɾ aː ɾ iː
kubra.wav,kübra c y b ɾ aː
harabi.wav,harabi h a ɾ aː b iː
hapsirik.wav,hapşırık h a p ʃ ɯ ɾ ɯ k
gilligisli.wav,gıllıgışlı ɡ ɯ ɫ ɫ ɯ ɡ ɯ ʃ ɫ ɯ
mahmur.wav,mahmur m a h m uː ɾ
pijama.wav,pijama p i ʒ a m a
musevves.wav,müşevveş m y ʃ e v v e ʃ
hame.wav,hame h aː m e
kimyager.wav,kimyager c i m j aː ɡ ɛ ɾ
mera.wav,mera m e ɾ a
fagfur.wav,fağfur f aː f u ɾ
gurme.wav,gurme ɡ u ɾ m e
ilga.wav,ilga i ɫ ɡ aː
hepyek.wav,hepyek h e p j e k
mubasir.wav,mübaşir m y b aː ʃ i ɾ
muhrik.wav,muhrik m u h ɾ i k
musevvik.wav,müşevvik m y ʃ e v v i k
seker.wav,şeker ʃ e c ɛ ɾ
bekar.wav,bekâr b e k a ɾ
prefabrik.wav,prefabrik p i ɾ e f a b ɾ i k
hakir.wav,hakir h a c iː ɾ
hulya.wav,hülya h y ɫ j aː
evkaf.wav,evkaf e v k aː f
rase.wav,raşe ɾ aː ʃ e
mukim.wav,mukim m u c iː m
seffaf.wav,şeffaf ʃ e f f a f
fahriye.wav,fahriye f a h ɾ i j e
mayi.wav,mayi m aː j iː
afise.wav,afişe a f i ʃ e
abajur.wav,abajur a b a ʒ u ɾ
ayar.wav,ayar a j a ɾ
balgam.wav,balgam b a ɫ ɡ a m
maruf.wav,maruf m aː ɾ u f
furu.wav,füru f y ɾ uː
mefahir.wav,mefahir m e f aː h i ɾ
yevm.wav,yevm j e v m
mavis.wav,maviş m aː v i ʃ
miyar.wav,miyar m i j aː ɾ
evrak.wav,evrak e v ɾ a k
mebrur.wav,mebrur m ɛ b ɾ uː ɾ
ayyar.wav,ayyar a j j aː ɾ
hay.wav,hay hː a j
ummi.wav,ümmi y m m iː
gegirmek.wav,geğirmek ɡ e j i ɾ m e k
ayyas.wav,ayyaş a j j a ʃ
ayrim.wav,ayrım a j ɾ ɯ m
mahseri.wav,mahşeri m a h ʃ e ɾ iː
mubareke.wav,mübareke m y b aː ɾ e c e
hasiv.wav,haşiv h a ʃ i v
kovboy.wav,kovboy k o v b o j
sofor.wav,şoför ʃ o f œ ɾ
perma.wav,perma p ɛ ɾ m a
merkep.wav,merkep m ɛ ɾ c e p
grup.wav,grup ɡ ɾ u p
harabe.wav,harabe h a ɾ aː b e
imge.wav,imge i m ɡ e
ikra.wav,ikra i k ɾ aː
kerre.wav,kerre c e ɾ ɾ ɛ
ihkakihak.wav,ihkakıhak i h k aː k ɯ h a k
yuruyus.wav,yürüyüş j y ɾ y j y ʃ
sesbes.wav,şeşbeş ʃ e ʃ b e ʃ
barok.wav,barok b a ɾ o k
amfora.wav,amfora a m f o ɾ a
bar.wav,bar b aː ɾ
mahfi.wav,mahfi m a h f iː
kirpik.wav,kirpik c i ɾ p i k
salvar.wav,şalvar ʃ a ɫ v a ɾ
bakir.wav,bakir b aː c i ɾ
hare.wav,hare h aː ɾ e
muvaffak.wav,muvaffak m u v a f f a k
kosum.wav,koşum k o ʃ u m
hami.wav,hami h aː m iː
bigah.wav,bigâh b iː ɡ aː h
erk.wav,erk ɛ ɾ k
amma.wav,amma a m m aː
eyvah.wav,eyvah e j v aː h
kislamak.wav,kışlamak k ɯ ʃ ɫ a m a k
perforje.wav,perforje p ɛ ɾ f o ɾ ʒ e
mevhum.wav,mevhum m e v h uː m
surup.wav,şurup ʃ u ɾ u p
asagi.wav,aşağı a ʃ aː
ibrik.wav,ibrik i b ɾ i k
fi.wav,fi f iː
muhakkak.wav,muhakkak m u h a k k a k
murekkep.wav,mürekkep m y ɾ e k c e p
emare.wav,emare e m aː ɾ e
sive.wav,şive ʃ iː v e
serik.wav,şerik ʃ e ɾ iː k
efkar.wav,efkâr e f c aː ɾ
harir.wav,harir h a ɾ iː ɾ
karekok.wav,karekök k a ɾ e c œ k
mukerrem.wav,mükerrem m y c e ɾ ɾ ɛ m
pey.wav,pey p e j
kavsak.wav,kavşak k a v ʃ a k
mahrem.wav,mahrem m a h ɾ ɛ m
makreme.wav,makreme m a k ɾ e m e
fem.wav,fem f ɛ m
karsilik.wav,karşılık k a ɾ ʃ ɯ ɫ ɯ k
hamburger.wav,hamburger h a m b u ɾ ɡ ɛ ɾ
afif.wav,afif a f iː f
ekru.wav,ekru e k ɾ u
ifrag.wav,ifrağ i f ɾ aː
parke.wav,parke p a ɾ c e
palamar.wav,palamar p a ɫ a m a ɾ
havyar.wav,havyar h a v j a ɾ
muhabere.wav,muhabere m u h aː b e ɾ e
geysa.wav,geyşa ɡ e j ʃ a
akim.wav,akim a c iː m
kahkaha.wav,kahkaha k a h k a h a
kari.wav,kari k aː ɾ iː
meshur.wav,meşhur m e ʃ h uː ɾ
kevgir.wav,kevgir c e v ɡ i ɾ
sube.wav,şube ʃ uː b e
ulvi.wav,ulvi uː ɫ v iː
ibham.wav,ibham i b h aː m
refah.wav,refah ɾ e f a h
ibare.wav,ibare i b aː ɾ e
esbah.wav,eşbah e ʃ b aː h
beser.wav,beşer b e ʃ ɛ ɾ
vukuf.wav,vukuf v u k u f
gam.wav,gam ɡ a m
ergimek.wav,ergimek ɛ ɾ ɡ i m e k
peygamber.wav,peygamber p e j ɡ a m b ɛ ɾ
suur.wav,şuur ʃ u u ɾ
ebkem.wav,ebkem e b c ɛ m
huri.wav,huri h uː ɾ iː
igva.wav,iğva iː v aː
karafaki.wav,karafaki k a ɾ a f a c i
asar.wav,aşar aː ʃ aː ɾ
aglamak.wav,ağlamak aː ɫ a m a k
major.wav,majör m a ʒ œ ɾ
ihrama.wav,ihrama i h ɾ aː m a ɡ i ɾ m e k
baska.wav,başka b a ʃ k a
hirbo.wav,hırbo h ɯ ɾ b o
mururiye.wav,müruriye m y ɾ uː ɾ i j e
hosbes.wav,hoşbeş h o ʃ b e ʃ
bros.wav,broş b ɾ o ʃ
havari.wav,havari h a v aː ɾ iː
isik.wav,ışık ɯ ʃ ɯ k
sekva.wav,şekva ʃ e k v aː
muhur.wav,mühür m y h y ɾ
meh.wav,meh m e h
hakem.wav,hakem h a c e m
eyvallahi.wav,eyvallahı e j v a ɫ ɫ aː h ɯ o ɫ m a m a k
okka.wav,okka o k k a
yag.wav,yağ j aː
magmum.wav,mağmum m aː m uː m
savullamak.wav,şavullamak ʃ a v u ɫ ɫ a m a k
sahika.wav,şahika ʃ aː h i k a
kevkeb.wav,kevkeb c e v c e b
isbu.wav,işbu i ʃ b u
pesrev.wav,peşrev p e ʃ ɾ e v
evre.wav,evre e v ɾ e
fevk.wav,fevk f e v k
ki.wav,ki c i b a ɾ
bari.wav,bari b aː ɾ i
mayo.wav,mayo m a j o
beraber.wav,beraber b e ɾ aː b ɛ ɾ
bahar.wav,bahar b a h a ɾ
guruh.wav,güruh ɡ y ɾ uː h
muharip.wav,muharip m u h aː ɾ i p
lamba.wav,lamba ɫ aː m b a
kalbi.wav,kalbî c aː ɫ b iː
kure.wav,küre c y ɾ e
gaf.wav,gaf ɡ a f
pala.wav,pala p a ɫ a
siar.wav,şiar ʃ i a ɾ
orf.wav,örf œ ɾ f
safak.wav,şafak ʃ a f a k
kasagi.wav,kaşağı k a ʃ aː
kafiye.wav,kafiye k aː f i j e
hosmerim.wav,höşmerim h œ ʃ m e ɾ i m
kilibik.wav,kılıbık k ɯ ɫ ɯ b ɯ k
mihr.wav,mihr m i h ɾ
kirba.wav,kırba k ɯ ɾ b a
ufuk.wav,ufuk u f u k
kalker.wav,kalker k a ɫ c ɛ ɾ
kumla.wav,kumla k u m ɫ a
mukarrip.wav,mukarrip m u k a ɾ ɾ i p
maser.wav,maşer m aː ʃ ɛ ɾ
sarabi.wav,şarabi ʃ a ɾ aː b iː
kavmi.wav,kavmî k a v m iː
avam.wav,avam a v a m
muhip.wav,muhip m u h i p
buro.wav,büro b y ɾ o
ahbap.wav,ahbap a h b a p
kukumav.wav,kukumav k u k u m a v k u ʃ u
asure.wav,aşure a ʃ uː ɾ e
vehim.wav,vehim v e h i m
basbug.wav,başbuğ b a ʃ b uː
kulvar.wav,kulvar k u ɫ v a ɾ
gargara.wav,gargara ɡ a ɾ ɡ a ɾ a
ugrak.wav,uğrak uː ɾ a k
rah.wav,rah ɾ aː h
abla.wav,abla a b ɫ a
veba.wav,veba v e b aː
varos.wav,varoş v a ɾ o ʃ
kibriya.wav,kibriya c i b ɾ i j aː
kem.wav,kem c ɛ m
gures.wav,güreş ɡ y ɾ e ʃ
per.wav,per p ɛ ɾ
barem.wav,barem b a ɾ e m
peri.wav,peri p e ɾ i
fahis.wav,fahiş f aː h i ʃ
fahir.wav,fahir f aː h i ɾ
sorolop.wav,şorolop ʃ o ɾ o ɫ o p
riba.wav,riba ɾ i b aː
imame.wav,imame i m aː m e
ayak.wav,ayak a j a k
er.wav,er ɛ ɾ
mafevk.wav,mafevk m aː f e v k
basmuharrir.wav,başmuharrir b a ʃ m u h a ɾ ɾ i ɾ
bayi.wav,bayi b aː j i
soke.wav,şoke ʃ o c e
hareke.wav,hareke h a ɾ e c e
sifahi.wav,şifahi ʃ i f aː h iː
hukum.wav,hüküm h y c y m
fark.wav,fark f a ɾ k
ker.wav,ker c ɛ ɾ
kes.wav,keş c e ʃ
mebruk.wav,mebruk m e b ɾ uː k
hiyerarsi.wav,hiyerarşi h i j e ɾ a ɾ ʃ i
yeke.wav,yeke j e c e
fakih.wav,fakih f a c iː h
hus.wav,huş h u ʃ
kamber.wav,kamber k a m b ɛ ɾ
hur.wav,hür h y ɾ
seref.wav,şeref ʃ ɛ ɾ ɛ f
garip.wav,garip ɡ a ɾ i p
suyu.wav,şüyu ʃ y j uː
kavafiye.wav,kavafiye k a v aː f i j e
mermi.wav,mermi m ɛ ɾ m i
mense.wav,menşe m e ŋ ʃ eː
merre.wav,merre m ɛ ɾ ɾ e
para.wav,para p aː ɾ a
sarjor.wav,şarjör ʃ a ɾ ʒ œ ɾ
joker.wav,joker ʒ o c ɛ ɾ
yavsak.wav,yavşak j a v ʃ a k
haki.wav,hâkî h aː c iː
hafiye.wav,hafiye h a f i j e
muphem.wav,müphem m y p h ɛ m
hamlamak.wav,hamlamak h a m ɫ a m a k
behre.wav,behre b e h ɾ e
samama.wav,şamama ʃ a m a m a
bag.wav,bağ b aː
yalapsap.wav,yalapşap j a ɫ a p ʃ a p
baha.wav,baha b a h aː
parkur.wav,parkur p a ɾ k u ɾ
ferah.wav,ferah f e ɾ aː h
emmi.wav,emmi e m m i
mahiye.wav,mahiye m aː h i j e
buharlasma.wav,buharlaşma b u h a ɾ ɫ a ʃ m a
fer.wav,fer f ɛ ɾ
egri.wav,eğri e j ɾ i
viraj.wav,viraj v i ɾ a ʒ
kafe.wav,kafe k a f e
muhayyer_.wav,muhayyer m u h a j j ɛ ɾ
ihbar.wav,ihbar i h b aː ɾ
muverrih.wav,müverrih m y v e ɾ ɾ i h
harim.wav,harim h a ɾ iː m
valf.wav,valf v a ɫ f
mukerrer.wav,mükerrer m y c e ɾ ɾ ɛ ɾ
kivam.wav,kıvam k ɯ v a m
alarga.wav,alarga a ɫ a ɾ ɡ a
sura.wav,şura ʃ u ɾ a
karar.wav,karar k aː ɾ a ɾ
repo.wav,repo ɾ e p o
kabir.wav,kabir k a b i ɾ
farika.wav,farika f aː ɾ i k a
mubessir.wav,mübeşşir m y b e ʃ ʃ i ɾ
kameri.wav,kamerî k a m e ɾ iː
sehevi.wav,şehevi ʃ e h e v iː
kurulu.wav,kurulu k u ɾ u ɫ u ʃ
baklava.wav,baklava b a k ɫ a v a
hemsire.wav,hemşire h e m ʃ iː ɾ e
uygar.wav,uygar u j ɡ a ɾ
huvelbaki.wav,hüvelbaki h y v ɛ ɫ b aː c iː
bulug.wav,büluğ b y ɫ uː
egim.wav,eğim e j i m
maraba.wav,maraba m a ɾ a b a
ey.wav,ey e j
serike.wav,şerike ʃ e ɾ iː c e
mamafih.wav,mamafih m aː m aː f i h
beher.wav,beher b e h ɛ ɾ
hakkiyla.wav,hakkıyla h a k k ɯ j ɫ a
afaki.wav,afaki aː f aː c iː
karyola.wav,karyola k a ɾ j o ɫ a
gar.wav,gar ɡ a ɾ
hayirperver.wav,hayırperver h a j ɯ ɾ p ɛ ɾ v ɛ ɾ
mumya.wav,mumya m u m j a
hafi.wav,hafi h a f iː
sifa.wav,şifa ʃ i f aː
peyapey.wav,peyapey p e j aː p e j
amber.wav,amber a m b ɛ ɾ
perukar.wav,perukar p e ɾ u k aː ɾ
sakrak.wav,şakrak ʃ a k ɾ a k
kamer.wav,kamer k a m ɛ ɾ
mayhos.wav,mayhoş m a j h o ʃ
maglup.wav,mağlup m aː ɫ uː p
kilik.wav,kılık k ɯ ɫ ɯ k
biri.wav,biri b i ɾ i m
yas.wav,yaş j a ʃ
palmiye.wav,palmiye p aː ɫ m i j e
yarasmak.wav,yaraşmak j a ɾ a ʃ m a k
yar.wav,yâr j a ɾ
iyi.wav,iyi i j i
vasak.wav,vaşak v a ʃ a k
yarligamak.wav,yarlıgamak j a ɾ ɫ ɯ ɡ a m a k
rafya.wav,rafya ɾ a f j a
ayip.wav,ayıp a j ɯ p
mihver.wav,mihver m i h v ɛ ɾ
vaka.wav,vaka v a k a
kiragi.wav,kırağı k ɯ ɾ aː
bakaya.wav,bakaya b a k aː j aː
emaye.wav,emaye e m aː j e
ulak.wav,ulak u ɫ a k
menfur.wav,menfur m ɛ ŋ f u ɾ
muhkem.wav,muhkem m u h c ɛ m
ehem.wav,ehem e h ɛ m
ahu.wav,ahu aː h uː
jokey.wav,jokey ʒ o c e j
esraf.wav,eşraf e ʃ ɾ aː f
hempa.wav,hempa h e m p aː
verev.wav,verev v e ɾ e v
paye.wav,paye p aː j e
ru.wav,ru ɾ uː
guru.wav,guru ɡ u ɾ u
kraker.wav,kraker k ɯ ɾ a c ɛ ɾ
halka.wav,halka h a ɫ k a
sehir.wav,şehir ʃ e h i ɾ
erek.wav,erek e ɾ e k
muharrik.wav,muharrik m u h a ɾ ɾ i k
