path,phonemes
arazi.wav,arazi spn
alkol.wav,alkol spn
antrenman.wav,antrenman spn
acayip.wav,acayip spn
aptal.wav,aptal spn
ayal.wav,ayal spn
babayani.wav,babayani spn
acilen.wav,acilen spn
ampirik.wav,ampirik a m p i ɾ i k
adaptor.wav,adaptör spn
astronomik.wav,astronomik spn
agabey.wav,ağabey aː b e j
angaje.wav,angaje spn
arabesk.wav,arabesk spn
absurt.wav,absürt spn
aksi.wav,aksi spn
antipatik.wav,antipatik spn
asla.wav,asla spn
ashane.wav,aşhane spn
avare.wav,avare aː v aː ɾ e
aceze.wav,aceze spn
agustos.wav,ağustos spn
adabimuaseret.wav,adabımuaşeret spn
allameicihan.wav,allameicihan spn
afetzede.wav,afetzede spn
asansor.wav,asansör spn
abandone.wav,abandone spn
amirane.wav,amirane spn
akit.wav,akit spn
apostrof.wav,apostrof spn
ampul.wav,ampul spn
amortisman.wav,amortisman spn
antoloji.wav,antoloji spn
baba.wav,baba b a b a
anarsizm.wav,anarşizm spn
adil.wav,adil spn
azim.wav,azim spn
azil.wav,azil spn
acembuselik.wav,acembuselik spn
abikevser.wav,abıkevser spn
atesgede.wav,ateşgede spn
aslan.wav,aslan spn
ahenktar.wav,ahenktar spn
alelusul.wav,alelusul spn
adet.wav,âdet spn
arziyat.wav,arziyat spn
abani.wav,abani spn
aruz.wav,aruz spn
antiseptik.wav,antiseptik spn
asilzadegan.wav,asilzadegân spn
animasyon.wav,animasyon spn
atesbaz.wav,ateşbaz spn
asi.wav,asi spn
asliye.wav,asliye spn
adli.wav,adli spn
arizi.wav,arızi spn
asiran.wav,aşiran spn
aparkat.wav,aparkat spn
atfen.wav,atfen spn
amenna.wav,amenna spn
amin.wav,âmin spn
aksulamel.wav,aksülamel spn
ablak.wav,ablak a b ɫ a k
akvaryum.wav,akvaryum a k v a ɾ j u m
ahdetmek.wav,ahdetmek spn
akide.wav,akide spn
alafranga.wav,alafranga spn
ah.wav,ah aː h
amele.wav,amele spn
aksiyoner.wav,aksiyoner spn
arz.wav,arz spn
akik.wav,akik a c iː k
azami.wav,azami spn
ameliyat.wav,ameliyat spn
ayyuk.wav,ayyuk a j j uː k
antrikot.wav,antrikot spn
babacko.wav,babaçko spn
ananevi.wav,ananevi spn
asufte.wav,aşüfte spn
atas.wav,ataş spn
alayis.wav,alayiş spn
akabinde.wav,akabinde spn
altmis.wav,altmış spn
askeri.wav,askerî spn
agorafobi.wav,agorafobi a ɡ o ɾ a f o b i
avantaci.wav,avantacı spn
afife.wav,afife a f iː f e
asilane.wav,asilane spn
aluvyon.wav,alüvyon spn
angajman.wav,angajman spn
alakadar.wav,alakadar spn
badehu.wav,badehu spn
arktik.wav,arktik spn
aza.wav,aza spn
antilop.wav,antilop spn
arziendam.wav,arzıendam spn
antifriz.wav,antifriz spn
abide.wav,abide spn
ambulans.wav,ambulans spn
alim.wav,âlim spn
alil.wav,alil spn
alet.wav,alet spn
ambalaj.wav,ambalaj spn
ajitasyon.wav,ajitasyon spn
afili.wav,afili spn
acemkurdi.wav,acemkürdi spn
ait.wav,ait spn
afise.wav,afişe a f i ʃ e
abajur.wav,abajur a b a ʒ u ɾ
amator.wav,amatör spn
ayar.wav,ayar a j a ɾ
asayis.wav,asayiş spn
bagdas.wav,bağdaş spn
atesperest.wav,ateşperest spn
amorti.wav,amorti spn
ayyar.wav,ayyar a j j aː ɾ
ayyas.wav,ayyaş a j j a ʃ
analoji.wav,analoji spn
ayrim.wav,ayrım a j ɾ ɯ m
adem.wav,âdem spn
arzu.wav,arzu spn
arsiala.wav,arşıâlâ spn
asonans.wav,asonans spn
amfora.wav,amfora a m f o ɾ a
aritmetik.wav,aritmetik spn
aile.wav,aile spn
ayin.wav,ayin spn
amma.wav,amma a m m aː
afetidevran.wav,afetidevran spn
adalet.wav,adalet spn
asagi.wav,aşağı a ʃ aː
avdet.wav,avdet spn
apse.wav,apse spn
ayni.wav,aynı spn
aktualite.wav,aktüalite spn
anafor.wav,anafor spn
amortisor.wav,amortisör spn
antet.wav,antet spn
alperen.wav,alperen spn
an.wav,an spn
afif.wav,afif a f iː f
aksan.wav,aksan spn
akil.wav,akil spn
akim.wav,akim a c iː m
abus.wav,abus spn
apolitik.wav,apolitik spn
ahlak.wav,ahlak spn
asker.wav,asker spn
anane.wav,anane spn
adese.wav,adese spn
ati.wav,ati spn
amade.wav,amade spn
artik.wav,artık spn
ameliyathane.wav,ameliyathane spn
acemasiran.wav,acemaşiran spn
akademisyen.wav,akademisyen spn
asar.wav,aşar aː ʃ aː ɾ
aglamak.wav,ağlamak aː ɫ a m a k
ahkam.wav,ahkâm spn
ahenk.wav,ahenk spn
afet.wav,afet spn
araz.wav,âraz spn
acaba.wav,acaba spn
asalak.wav,asalak spn
aleniyet.wav,aleniyet spn
atesin.wav,ateşin spn
antikite.wav,antikite spn
alametifarika.wav,alametifarika spn
aluminyum.wav,alüminyum spn
artezyen.wav,artezyen spn
asesbasi.wav,asesbaşı spn
anahtar.wav,anahtar spn
azletmek.wav,azletmek spn
allame.wav,allame spn
avam.wav,avam a v a m
ad.wav,ad spn
ahbap.wav,ahbap a h b a p
aval.wav,aval spn
asure.wav,aşure a ʃ uː ɾ e
acelya.wav,açelya spn
amudi.wav,amudi spn
ameli.wav,ameli spn
arter.wav,arter spn
ajans.wav,ajans spn
arda.wav,arda spn
alicenap.wav,alicenap spn
abla.wav,abla a b ɫ a
akreditasyon.wav,akreditasyon spn
aleyhinde.wav,aleyhinde spn
aslanhane.wav,aslanhane spn
arzuhal.wav,arzuhâl spn
ayak.wav,ayak a j a k
abdal.wav,abdal spn
anketor.wav,anketör spn
alem.wav,âlem spn
az.wav,az spn
atika.wav,atika spn
amal.wav,amal spn
anemi.wav,anemi spn
ahlaken.wav,ahlaken spn
anlam.wav,anlam spn
agiz.wav,ağız spn
aktif.wav,aktif spn
amcazade.wav,amcazade spn
azap.wav,azap spn
aheste.wav,aheste spn
acil.wav,acil spn
avret.wav,avret spn
bagban.wav,bağban spn
abid.wav,abid spn
atolye.wav,atölye spn
ahize.wav,ahize spn
adap.wav,adap spn
asiret.wav,aşiret spn
akilane.wav,akilane spn
bag.wav,bağ b aː
ayniyet.wav,ayniyet spn
agresif.wav,agresif spn
alyans.wav,alyans spn
aleni.wav,aleni spn
badem.wav,badem spn
artist.wav,artist spn
avadanlik.wav,avadanlık spn
aksesuar.wav,aksesuar spn
asina.wav,aşina spn
alarga.wav,alarga a ɫ a ɾ ɡ a
akis.wav,akis spn
aleykumselam.wav,aleykümselam spn
abidevi.wav,abidevi spn
azimet.wav,azimet spn
alessabah.wav,alessabah spn
akupunktur.wav,akupunktur spn
afaki.wav,afaki aː f aː c iː
amber.wav,amber a m b ɛ ɾ
asikare.wav,aşikâre spn
atraksiyon.wav,atraksiyon spn
alesta.wav,alesta spn
alakart.wav,alakart spn
ayip.wav,ayıp a j ɯ p
alamet.wav,alamet spn
aperitif.wav,aperitif spn
aksiseda.wav,aksiseda spn
ahu.wav,ahu aː h uː
alelade.wav,alelade spn
akamet.wav,akamet spn
akli.wav,akli spn
avamil.wav,avamil spn
atik.wav,atik spn
acz.wav,acz spn
aleyna.wav,aleyna spn
aranjman.wav,aranjman spn
adamcagiz.wav,adamcağız spn
astroloji.wav,astroloji spn
anakronik.wav,anakronik spn
ayakkabi.wav,ayakkabı a j a k k a b ɯ
ardisik.wav,ardışık spn
asakir.wav,asakir spn
antipati.wav,antipati spn
asa.wav,asa spn
aziz.wav,aziz spn
ariza.wav,arıza spn
asparagas.wav,asparagas spn
alemdar.wav,alemdar spn
abi.wav,abi aː b iː
antitez.wav,antitez spn
akibet.wav,akıbet spn
anjiyo.wav,anjiyo spn
ailevi.wav,ailevi spn
agyar.wav,ağyar aː j aː ɾ
atmosfer.wav,atmosfer spn
anbean.wav,anbean spn
antrparantez.wav,antrparantez spn
ars.wav,arş a ɾ ʃ
ates.wav,ateş spn
ariyet.wav,ariyet spn
atase.wav,ataşe spn
bagimli.wav,bağımlı b aː m ɫ ɯ
askin.wav,aşkın spn
aslanagzi.wav,aslanağzı spn
addetme.wav,addetme spn
astronot.wav,astronot spn
aranjor.wav,aranjör spn
amil.wav,amil spn
alude.wav,alude spn
aktuel.wav,aktüel spn
arkeoloji.wav,arkeoloji spn
afakan.wav,afakan spn
avurt.wav,avurt spn
amme.wav,amme a m m e
asgari.wav,asgari spn
arzihurmet.wav,arzıhürmet spn
antropoloji.wav,antropoloji spn
asude.wav,asude spn
ankastre.wav,ankastre spn
alazlamak.wav,alazlamak spn
bagdasik.wav,bağdaşık spn
asfalt.wav,asfalt spn
apartman.wav,apartman spn
asri.wav,asri spn
aplikasyon.wav,aplikasyon spn
antisemitizm.wav,antisemitizm spn
asermek.wav,aşermek a ʃ ɛ ɾ m e k
apandis.wav,apandis spn
aferin.wav,aferin spn
agda.wav,ağda spn
asil.wav,asil spn
aynen.wav,aynen spn
asim.wav,asım spn
ahir.wav,ahir aː h i ɾ
amentu.wav,amentü spn
armoni.wav,armoni spn
abes.wav,abes spn
akraba.wav,akraba a k ɾ a b aː
anasir.wav,anasır spn
analjezik.wav,analjezik spn
agit.wav,ağıt spn
alimallah.wav,alimallah spn
asabi.wav,asabi spn
anten.wav,anten spn
adi.wav,adı spn
ardiye.wav,ardiye spn
acibe.wav,acibe spn
arboretum.wav,arboretum spn
abrakadabra.wav,abrakadabra spn
ariz.wav,arız spn
alelacele.wav,alelacele spn
asir.wav,asır spn
arbede.wav,arbede spn
acar.wav,acar spn
arketip.wav,arketip spn
anatomi.wav,anatomi spn
akordeon.wav,akordeon spn
asli.wav,asli spn
adale.wav,adale spn
amir.wav,amir aː m i ɾ
akliselim.wav,aklıselim spn
aparat.wav,aparat spn
aleyhisselam.wav,aleyhisselam spn
alfabe.wav,alfabe aː ɫ f a b e
azimkar.wav,azimkâr spn
amiral.wav,amiral spn
arifane.wav,arifane spn
afrodizyak.wav,afrodizyak spn
anamalcilik.wav,anamalcılık spn
ahval.wav,ahval spn
ayan.wav,âyan spn
ahiret.wav,ahiret spn
aliyyulala.wav,aliyyülâlâ spn
aleyhtar.wav,aleyhtar spn
ashap.wav,ashap spn
ateist.wav,ateist spn
analitik.wav,analitik spn
artirmak.wav,artırmak spn
azat.wav,azat spn
adaptasyon.wav,adaptasyon spn
acep.wav,acep spn
avane.wav,avane spn
amigo.wav,amigo a m iː ɡ o
attar.wav,attar spn
ama.wav,âmâ a m a
aforizma.wav,aforizma spn
aslen.wav,aslen spn
agirlamak.wav,ağırlamak aː ɾ ɫ a m a k
alabora.wav,alabora a ɫ a b o ɾ a
ahraz.wav,ahraz spn
ankebut.wav,ankebut spn
asabiyet.wav,asabiyet spn
bac.wav,baç spn
bab.wav,bab b aː b
alaka.wav,alaka spn
asikane.wav,âşıkane spn
agir.wav,ağır aː ɾ
avaz.wav,avaz spn
ar.wav,ar aː ɾ
alelekser.wav,alelekser spn
aysberg.wav,aysberg spn
akort.wav,akort spn
amel.wav,amel spn
baget.wav,baget spn
alaimisema.wav,alaimisema spn
aga.wav,ağa aː
alelitlak.wav,alelıtlak spn
abiye.wav,abiye a b i j e
afiyet.wav,afiyet spn
afak.wav,afak aː f aː k
bagil.wav,bağıl spn
avrat.wav,avrat spn
acele.wav,acele spn
ahlaki.wav,ahlaki spn
asariatika.wav,asarıatika spn
agac.wav,ağaç spn
arasta.wav,arasta spn
aci.wav,acı spn
ambargo.wav,ambargo a m b a ɾ ɡ o
atalet.wav,atalet spn
ahududu.wav,ahududu spn
agora.wav,agora a ɡ o ɾ a
ayniyat.wav,ayniyat spn
ayine.wav,ayine spn
asalet.wav,asalet spn
acul.wav,acul spn
amudufikari.wav,amudufıkari spn
akustik.wav,akustik spn
astigmat.wav,astigmat spn
ajanda.wav,ajanda spn
asaleten.wav,asaleten spn
apandisit.wav,apandisit spn
badisaba.wav,badısaba spn
azar.wav,azar spn
aerodinamik.wav,aerodinamik spn
ambale.wav,ambale spn
acente.wav,acente spn
acizane.wav,acizane spn
avize.wav,avize spn
asan.wav,asan spn
amiyane.wav,amiyane spn
asikar.wav,aşikâr spn
araf.wav,araf aː ɾ aː f
azamet.wav,azamet spn
ani.wav,ani spn
agah.wav,agâh spn
bad.wav,bad spn
afazi.wav,afazi spn
affetmek.wav,affetmek spn
babayigit.wav,babayiğit spn
anomali.wav,anomali spn
animator.wav,animatör spn
asap.wav,asap spn
absorbe.wav,absorbe spn
anakronizm.wav,anakronizm spn
anagram.wav,anagram spn
atil.wav,atıl spn
afitab.wav,afitab spn
alegori.wav,alegori spn
aykiri.wav,aykırı a j k ɯ ɾ ɯ
alaturka.wav,alaturka spn
akrobasi.wav,akrobasi spn
ademimerkeziyet.wav,ademimerkeziyet spn
aritmi.wav,aritmi spn
alemsumul.wav,âlemşümul spn
alimane.wav,âlimane spn
ata.wav,ata spn
aspirator.wav,aspiratör spn
bade.wav,bade spn
aidiyet.wav,aidiyet spn
bagcik.wav,bağcık spn
ag.wav,ağ aː
asilzade.wav,asilzade spn
arife.wav,arife a ɾ i f ɛ
alabros.wav,alabros spn
agnostik.wav,agnostik spn
aidat.wav,aidat spn
anofel.wav,anofel spn
atespare.wav,ateşpare spn
albatros.wav,albatros spn
angarya.wav,angarya spn
azade.wav,azade spn
asabiye.wav,asabiye spn
badire.wav,badire spn
akran.wav,akran spn
afat.wav,afat spn
arkaik.wav,arkaik spn
aristokrat.wav,aristokrat spn
askeriye.wav,askeriye spn
abonman.wav,abonman spn
ases.wav,ases spn
babet.wav,babet spn
alternatif.wav,alternatif spn
ala.wav,âlâ a ɫ a
adeta.wav,adeta spn
alaminut.wav,alaminüt spn
ayinicem.wav,ayinicem spn
atif.wav,atıf spn
baga.wav,bağa b aː a
bacci.wav,baççı spn
adilane.wav,adilane spn
asimilasyon.wav,asimilasyon spn
alenen.wav,alenen spn
aciz.wav,aciz spn
aforoz.wav,aforoz spn
aerobik.wav,aerobik spn
agil.wav,ağıl spn
aya.wav,aya a j a
aksam.wav,aksam spn
antioksidan.wav,antioksidan spn
asosyal.wav,asosyal spn
ahali.wav,ahali spn
ayet.wav,ayet spn
badema.wav,badema spn
asitan.wav,asitan spn
atletizm.wav,atletizm spn
acuze.wav,acuze spn
acemi.wav,acemi spn
avaze.wav,avaze spn
anarsist.wav,anarşist spn
asik.wav,âşık a ʃ ɯ k
azize.wav,azize spn
ahit.wav,ahit spn
aktivite.wav,aktivite spn
abihayat.wav,abıhayat spn
